questionPackageUniqueID,questiionUniqueID,ReportLabel,AnswerUniqueID,AnswerSlectionValue
DEMOGRAPHIC,CONTACT_METHOD,,CONTACT_METHOD_DO_NOT_CONTACT,DO_NOT_CONTACT
DEMOGRAPHIC,CONTACT_METHOD,,CONTACT_METHOD_EMAIL,EMAIL
DEMOGRAPHIC,IS_PERSON_DEAD,,IS_PERSON_DEAD_YES,YES
DEMOGRAPHIC,IS_PERSON_DEAD,,IS_PERSON_DEAD_NO,NO
DEMOGRAPHIC,IS_PERSON_DEAD,,IS_PERSON_DEAD_UNKNOWN,UNKNOWN
DEMOGRAPHIC,UPDATE_ADDRESS_AT_REPORTING,,UPDATE_ADDRESS_AT_REPORTING_YES,YES
DEMOGRAPHIC,UPDATE_ADDRESS_AT_REPORTING,,UPDATE_ADDRESS_AT_REPORTING_NO,NO
DEMOGRAPHIC,OUT_OF_STATE,,OUT_OF_STATE_YES,YES
DEMOGRAPHIC,OUT_OF_STATE,,OUT_OF_STATE_NO,NO
DEMOGRAPHIC,OUT_OF_STATE,,OUT_OF_STATE_UNKNOWN,UNKNOWN
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_1,ONE
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_2,TWO
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_3,THREE
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_4,FOUR
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_5,FIVE
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_6,SIX
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_7,SEVEN
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_8,EIGHT
DEMOGRAPHIC,NUMBER_OF_MULTIPLES,,NUMBER_OF_MULTIPLES_NOT_FOUND,NOT_FOUND
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_A,BABY_A
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_B,BABY_B
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_C,BABY_C
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_D,BABY_D
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_E,BABY_E
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_F,BABY_F
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_G,BABY_G
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_BABY_H,BABY_H
DEMOGRAPHIC,BIRTH_SEQUENCE,,BIRTH_SEQUENCE_NOT_FOUND,NOT_FOUND
DEMOGRAPHIC,CONTACT_AGE_CATEGORY,,CONTACT_AGE_CATEGORY_ADULT,ADULT
DEMOGRAPHIC,CONTACT_AGE_CATEGORY,,CONTACT_AGE_CATEGORY_ADOLESCENT,ADOLESCENT
DEMOGRAPHIC,CONTACT_AGE_CATEGORY,,CONTACT_AGE_CATEGORY_CHILD,CHILD
DEMOGRAPHIC,CONTACT_AGE_CATEGORY,,CONTACT_AGE_CATEGORY_UNKNOWN,UNKNOWN
DEMOGRAPHIC,UNDER_7_ATR,,UNDER_7_ATR_YES_CHILD,YES_CHILD
DEMOGRAPHIC,UNDER_7_ATR,,UNDER_7_ATR_YES_INFANT,YES_INFANT
DEMOGRAPHIC,UNDER_7_ATR,,UNDER_7_ATR_NO,NO
DEMOGRAPHIC,INFANT_AT_TIME_OF_ONSET,,INFANT_AT_TIME_OF_ONSET_YES,YES
DEMOGRAPHIC,INFANT_AT_TIME_OF_ONSET,,INFANT_AT_TIME_OF_ONSET_NO,NO
DEMOGRAPHIC,INFANT_AT_TIME_OF_ONSET,,INFANT_AT_TIME_OF_ONSET_UNKNOWN,UNKNOWN
DEMOGRAPHIC,BIRTH_WEIGHT_UNITS,,BIRTH_WEIGHT_UNITS_LBS_OZ,LBS_OZ
DEMOGRAPHIC,BIRTH_WEIGHT_UNITS,,BIRTH_WEIGHT_UNITS_GRAMS,GRAMS
DEMOGRAPHIC,HEIGHT_UNITS,,HEIGHT_UNITS_FT_IN,FT_IN
DEMOGRAPHIC,HEIGHT_UNITS,,HEIGHT_UNITS_CM,CM
DEMOGRAPHIC,INFANT_BORN_TERM,,INFANT_BORN_TERM_TERM,TERM
DEMOGRAPHIC,INFANT_BORN_TERM,,INFANT_BORN_TERM_PRETERM,PRETERM
DEMOGRAPHIC,INFANT_BORN_TERM,,INFANT_BORN_TERM_AFTER_TERM,AFTER_TERM
DEMOGRAPHIC,INFANT_BORN_TERM,,INFANT_BORN_TERM_UNKNOWN,UNKNOWN
DEMOGRAPHIC,INFANT_DELIVERY_METHOD,,INFANT_DELIVERY_METHOD_VAGINALLY,VAGINALLY
DEMOGRAPHIC,INFANT_DELIVERY_METHOD,,INFANT_DELIVERY_METHOD_C_SECTION,C_SECTION
DEMOGRAPHIC,PRENATAL_CARE,,PRENATAL_CARE_YES,YES
DEMOGRAPHIC,PRENATAL_CARE,,PRENATAL_CARE_NO,NO
DEMOGRAPHIC,PRENATAL_CARE,,PRENATAL_CARE_UNKNOWN,UNKNOWN
DEMOGRAPHIC,SMOKE_WHILE_PREGNANT,,SMOKE_WHILE_PREGNANT_YES,YES
DEMOGRAPHIC,SMOKE_WHILE_PREGNANT,,SMOKE_WHILE_PREGNANT_NO,NO
DEMOGRAPHIC,SMOKE_WHILE_PREGNANT,,SMOKE_WHILE_PREGNANT_UNKNOWN,UNKNOWN
DEMOGRAPHIC,SMOKE_AFTER_GIVING_BIRTH,,SMOKE_AFTER_GIVING_BIRTH_YES,YES
DEMOGRAPHIC,SMOKE_AFTER_GIVING_BIRTH,,SMOKE_AFTER_GIVING_BIRTH_NO,NO
DEMOGRAPHIC,SMOKE_AFTER_GIVING_BIRTH,,SMOKE_AFTER_GIVING_BIRTH_UNKNOWN,UNKNOWN
DEMOGRAPHIC,INFANT_OF_MULTIPLE_BIRTH,,INFANT_OF_MULTIPLE_BIRTH_YES,YES
DEMOGRAPHIC,INFANT_OF_MULTIPLE_BIRTH,,INFANT_OF_MULTIPLE_BIRTH_NO,NO
DEMOGRAPHIC,INFANT_OF_MULTIPLE_BIRTH,,INFANT_OF_MULTIPLE_BIRTH_UNKNOWN,UNKNOWN
DEMOGRAPHIC,MOM_VACCINATED_WITH_TDAP,,MOM_VACCINATED_WITH_TDAP_YES,1
DEMOGRAPHIC,MOM_VACCINATED_WITH_TDAP,,MOM_VACCINATED_WITH_TDAP_NO,2
DEMOGRAPHIC,MOM_VACCINATED_WITH_TDAP,,MOM_VACCINATED_WITH_TDAP_NA,3
DEMOGRAPHIC,MOM_VACCINATED_WITH_TDAP,,MOM_VACCINATED_WITH_TDAP_UNKNOWN,9
DEMOGRAPHIC,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE,,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE_NOT_OFFERED,NOT_OFFERED
DEMOGRAPHIC,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE,,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE_DECLINED,DECLINED
DEMOGRAPHIC,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE,,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE_FOLLOWING,FOLLOWING
DEMOGRAPHIC,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE,,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE_PRIOR,PRIOR
DEMOGRAPHIC,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE,,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE_OTHER,OTHER
DEMOGRAPHIC,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE,,WHY_MOM_NOT_VACCINATED_DURING_HER_PREGNANCY_WITH_CASE_UNKNOWN,UNKNOWN
DEMOGRAPHIC,MOM_TDAP_VACCINE_DATE_KNOWN,,MOM_TDAP_VACCINE_DATE_KNOWN_YES,YES
DEMOGRAPHIC,MOM_TDAP_VACCINE_DATE_KNOWN,,MOM_TDAP_VACCINE_DATE_KNOWN_NO,NO
DEMOGRAPHIC,MOM_TDAP_VACCINE_DATE_SOURCE,,MOM_TDAP_VACCINE_DATE_SOURCE_MEDICAL_PROVIDER,1
DEMOGRAPHIC,MOM_TDAP_VACCINE_DATE_SOURCE,,MOM_TDAP_VACCINE_DATE_SOURCE_IMMUNIZATION_REGISTRY,2
DEMOGRAPHIC,MOM_TDAP_VACCINE_DATE_SOURCE,,MOM_TDAP_VACCINE_DATE_SOURCE_VERBAL_REPORT_SHOT_CARD,3
DEMOGRAPHIC,MOM_TDAP_VACCINE_DATE_SOURCE,,MOM_TDAP_VACCINE_DATE_SOURCE_VERBAL_REPORT_NONVERIFIED,4
CLINICAL,CLINICAL_INFORMATION_SOURCE,,CLINICAL_INFORMATION_SOURCE_PHYSICIAN,PHYSICIAN
CLINICAL,CLINICAL_INFORMATION_SOURCE,,CLINICAL_INFORMATION_SOURCE_CHART_MEDICAL_RECORD,CHART_MEDICAL_RECORD
CLINICAL,CLINICAL_INFORMATION_SOURCE,,CLINICAL_INFORMATION_SOURCE_PATIENT,PATIENT
CLINICAL,CLINICAL_INFORMATION_SOURCE,,CLINICAL_INFORMATION_SOURCE_RELATIVE_CLOSE_CONTACT,RELATIVE_CLOSE_CONTACT
CLINICAL,CLINICAL_INFORMATION_SOURCE,,CLINICAL_INFORMATION_SOURCE_OTHER,OTHER
CLINICAL,CLINICAL_INFORMATION_SOURCE,,CLINICAL_INFORMATION_SOURCE_UNKNOWN,UNKNOWN
CLINICAL,DIAGNOSIS_MADE_BY,,DIAGNOSIS_MADE_BY_PARENT,PARENT
CLINICAL,DIAGNOSIS_MADE_BY,,DIAGNOSIS_MADE_BY_SCHOOL_PERSONNEL,SCHOOL_PERSONNEL
CLINICAL,DIAGNOSIS_MADE_BY,,DIAGNOSIS_MADE_BY_PHYSICIAN,PHYSICIAN
CLINICAL,DIAGNOSIS_MADE_BY,,DIAGNOSIS_MADE_BY_PHYSICIAN_PHONE,PHYSICIAN_PHONE
CLINICAL,DIAGNOSIS_MADE_BY,,DIAGNOSIS_MADE_BY_NP_OR_PA,NP_OR_PA
CLINICAL,DIAGNOSIS_MADE_BY,,DIAGNOSIS_MADE_BY_OTHER,OTHER
CLINICAL,DIAGNOSED_HCP,,DIAGNOSED_HCP_YES,YES
CLINICAL,DIAGNOSED_HCP,,DIAGNOSED_HCP_NO,NO
CLINICAL,DIAGNOSED_HCP,,DIAGNOSED_HCP_NA,NA
CLINICAL,HCP_REPORTED,,HCP_REPORTED_YES,YES
CLINICAL,HCP_REPORTED,,HCP_REPORTED_NO,NO
CLINICAL,HCP_REPORTED,,HCP_REPORTED_NA,NA
CLINICAL,DIAGNOSED_AND_REPORTED_BY_HEALTH_CARE_PROVIDER,,DIAGNOSED_AND_REPORTED_BY_HEALTH_CARE_PROVIDER_YES,YES
CLINICAL,DIAGNOSED_AND_REPORTED_BY_HEALTH_CARE_PROVIDER,,DIAGNOSED_AND_REPORTED_BY_HEALTH_CARE_PROVIDER_NO,NO
CLINICAL,DIAGNOSED_AND_REPORTED_BY_HEALTH_CARE_PROVIDER,,DIAGNOSED_AND_REPORTED_BY_HEALTH_CARE_PROVIDER_UNKNOWN,UNKNOWN
CLINICAL,REPORTED_21D,,REPORTED_21D_YES,YES
CLINICAL,REPORTED_21D,,REPORTED_21D_NO,NO
CLINICAL,CONFIRMED_21D,,CONFIRMED_21D_YES,YES
CLINICAL,CONFIRMED_21D,,CONFIRMED_21D_NO,NO
CLINICAL,PATIENT_SYMPTOMATIC,,PATIENT_SYMPTOMATIC_YES,YES
CLINICAL,PATIENT_SYMPTOMATIC,,PATIENT_SYMPTOMATIC_NO,NO
CLINICAL,PATIENT_SYMPTOMATIC,,PATIENT_SYMPTOMATIC_UNKNOWN,UNKNOWN
CLINICAL,DISEASE_LOCATION,,DISEASE_LOCATION_PULMONARY,PULMONARY
CLINICAL,DISEASE_LOCATION,,DISEASE_LOCATION_EXTRAPULMONARY,EXTRAPULMONARY
CLINICAL,DISEASE_LOCATION,,DISEASE_LOCATION_DISSEMINATE,DISSEMINATE
CLINICAL,REGULAR_PEDIATRICIAN,,REGULAR_PEDIATRICIAN_YES,YES
CLINICAL,REGULAR_PEDIATRICIAN,,REGULAR_PEDIATRICIAN_NO,NO
CLINICAL,REGULAR_PEDIATRICIAN,,REGULAR_PEDIATRICIAN_UNKNOWN,UNKNOWN
CLINICAL,POSITIVE_SEROLOGY_NO_LAB,,POSITIVE_SEROLOGY_NO_LAB_YES,YES
CLINICAL,POSITIVE_SEROLOGY_NO_LAB,,POSITIVE_SEROLOGY_NO_LAB_NO,NO
CLINICAL,POSITIVE_SEROLOGY_NO_LAB,,POSITIVE_SEROLOGY_NO_LAB_UNKNOWN,UNKNOWN
CLINICAL,PROVIDER_DIAGNOSE_PERTUSSIS,,PROVIDER_DIAGNOSE_PERTUSSIS_YES,YES
CLINICAL,PROVIDER_DIAGNOSE_PERTUSSIS,,PROVIDER_DIAGNOSE_PERTUSSIS_NO,NO
CLINICAL,PROVIDER_DIAGNOSE_PERTUSSIS,,PROVIDER_DIAGNOSE_PERTUSSIS_UNKNOWN,UNKNOWN
CLINICAL,PROVIDER_DIAGNOSE_PERTUSSIS,,PROVIDER_DIAGNOSE_PERTUSSIS_NA,NA
CLINICAL,ONSET_ILLNESS_DAYS_LAB,,ONSET_ILLNESS_DAYS_LAB_YES,YES
CLINICAL,ONSET_ILLNESS_DAYS_LAB,,ONSET_ILLNESS_DAYS_LAB_NO,NO
CLINICAL,ONSET_ILLNESS_DAYS_LAB,,ONSET_ILLNESS_DAYS_LAB_UNKNOWN,UNKNOWN
CLINICAL,ONSET_DATE_UNKNOWN,ONSET_DATE_UNKNOWN,ONSET_DATE_UNKNOWN_YES,YES
CLINICAL,ONSET_DATE_UNKNOWN,ONSET_DATE_UNKNOWN,ONSET_DATE_UNKNOWN_NO,NO
CLINICAL,TSS_CASE_CLASSIFICATION,,TSS_CASE_CLASSIFICATION_MENSTRUATION,MENSTRUATION
CLINICAL,TSS_CASE_CLASSIFICATION,,TSS_CASE_CLASSIFICATION_WOUND,WOUND
CLINICAL,TSS_CASE_CLASSIFICATION,,TSS_CASE_CLASSIFICATION_POSTPARTUM,POSTPARTUM
CLINICAL,TSS_CASE_CLASSIFICATION,,TSS_CASE_CLASSIFICATION_OTHER,OTHER
CLINICAL,ANAPLASMA_PHAGOCYTOPHILUM_LAB_RECEIVED,,ANAPLASMA_PHAGOCYTOPHILUM_LAB_RECEIVED_YES,YES
CLINICAL,ANAPLASMA_PHAGOCYTOPHILUM_LAB_RECEIVED,,ANAPLASMA_PHAGOCYTOPHILUM_LAB_RECEIVED_NO,NO
CLINICAL,ANAPLASMA_PHAGOCYTOPHILUM_LAB_RECEIVED,,ANAPLASMA_PHAGOCYTOPHILUM_LAB_RECEIVED_UNKNOWN,UNKNOWN
CLINICAL,EHRLICHIA_CHAFFEENSIS_LAB_RECEIVED,,EHRLICHIA_CHAFFEENSIS_LAB_RECEIVED_YES,YES
CLINICAL,EHRLICHIA_CHAFFEENSIS_LAB_RECEIVED,,EHRLICHIA_CHAFFEENSIS_LAB_RECEIVED_NO,NO
CLINICAL,EHRLICHIA_CHAFFEENSIS_LAB_RECEIVED,,EHRLICHIA_CHAFFEENSIS_LAB_RECEIVED_UNKNOWN,UNKNOWN
CLINICAL,EHRLICHIA_EWINGII_LAB_RECEIVED,,EHRLICHIA_EWINGII_LAB_RECEIVED_YES,YES
CLINICAL,EHRLICHIA_EWINGII_LAB_RECEIVED,,EHRLICHIA_EWINGII_LAB_RECEIVED_NO,NO
CLINICAL,EHRLICHIA_EWINGII_LAB_RECEIVED,,EHRLICHIA_EWINGII_LAB_RECEIVED_UNKNOWN,UNKNOWN
CLINICAL,EML_LAB_RECEIVED,,EML_LAB_RECEIVED_YES,YES
CLINICAL,EML_LAB_RECEIVED,,EML_LAB_RECEIVED_NO,NO
CLINICAL,EML_LAB_RECEIVED,,EML_LAB_RECEIVED_UNKNOWN,UNKNOWN
CLINICAL,OTHER_LAB_RECEIVED,,OTHER_LAB_RECEIVED_YES,YES
CLINICAL,OTHER_LAB_RECEIVED,,OTHER_LAB_RECEIVED_NO,NO
CLINICAL,OTHER_LAB_RECEIVED,,OTHER_LAB_RECEIVED_UNKNOWN,UNKNOWN
CLINICAL,ONSET_NOT_APPLICABLE,,ONSET_NOT_APPLICABLE_YES,YES
CLINICAL,ONSET_NOT_APPLICABLE,,ONSET_NOT_APPLICABLE_NO,NO
CLINICAL,PREVIOUSLY_DIAGNOSED_CHICKENPOX,,PREVIOUSLY_DIAGNOSED_CHICKENPOX_YES,YES
CLINICAL,PREVIOUSLY_DIAGNOSED_CHICKENPOX,,PREVIOUSLY_DIAGNOSED_CHICKENPOX_NO,NO
CLINICAL,PREVIOUSLY_DIAGNOSED_CHICKENPOX,,PREVIOUSLY_DIAGNOSED_CHICKENPOX_UNKNOWN,UNKNOWN
CLINICAL,PREVIOUSLY_DIAGNOSED_SHINGLES,,PREVIOUSLY_DIAGNOSED_SHINGLES_YES,YES
CLINICAL,PREVIOUSLY_DIAGNOSED_SHINGLES,,PREVIOUSLY_DIAGNOSED_SHINGLES_NO,NO
CLINICAL,PREVIOUSLY_DIAGNOSED_SHINGLES,,PREVIOUSLY_DIAGNOSED_SHINGLES_UNKNOWN,UNKNOWN
CLINICAL,ABC_INFECTION_TYPE_CAUSED_BY_ORGANISM,,ABC_INFECTION_TYPE_CAUSED_BY_ORGANISM_STSS,STSS
CLINICAL,ABC_INFECTION_TYPE_CAUSED_BY_ORGANISM,,ABC_INFECTION_TYPE_CAUSED_BY_ORGANISM_OTHER,OTHER
CLINICAL,DIAGNOSED_PNEUMONIA,,DIAGNOSED_PNEUMONIA_YES,YES
CLINICAL,DIAGNOSED_PNEUMONIA,,DIAGNOSED_PNEUMONIA_NO,NO
CLINICAL,DIAGNOSED_PNEUMONIA,,DIAGNOSED_PNEUMONIA_UNKNOWN,UNKNOWN
CLINICAL,SYNDROME,,SYNDROME_PONTIAC_FEVER,PONTIAC_FEVER
CLINICAL,SYNDROME,,SYNDROME_OTHER,OTHER
CLINICAL,SYNDROME,,SYNDROME_UNKNOWN,UNKNOWN
CLINICAL,NEUROINVASIVE_OR_NONNEUROINVASIVE,,NEUROINVASIVE_OR_NONNEUROINVASIVE_NEUROINVASIVE,NEUROINVASIVE
CLINICAL,NEUROINVASIVE_OR_NONNEUROINVASIVE,,NEUROINVASIVE_OR_NONNEUROINVASIVE_NONNEUROINVASIVE,NONNEUROINVASIVE
CLINICAL,NEUROINVASIVE_OR_NONNEUROINVASIVE,,NEUROINVASIVE_OR_NONNEUROINVASIVE_UNKNOWN,UNKNOWN
CLINICAL,DIAGNOSED_MN,,DIAGNOSED_MN_YES,YES
CLINICAL,DIAGNOSED_MN,,DIAGNOSED_MN_NO,NO
CLINICAL,DIAGNOSED_MN,,DIAGNOSED_MN_UNKNOWN,UNKNOWN
CLINICAL,MONKEYPOX,,MONKEYPOX_YES,YES
CLINICAL,MONKEYPOX,,MONKEYPOX_NO,NO
CLINICAL,MONKEYPOX,,MONKEYPOX_UNKNOWN,UNKNOWN
CLINICAL,QFEVER_TYPE,,QFEVER_TYPE_ACUTE,ACUTE
CLINICAL,QFEVER_TYPE,,QFEVER_TYPE_CHRONIC,CHRONIC
CLINICAL,QFEVER_TYPE,,QFEVER_TYPE_UNKNOWN,UNKNOWN
CLINICAL,DIAGNOSIS_BOT,,DIAGNOSIS_BOT_YES,YES
CLINICAL,DIAGNOSIS_BOT,,DIAGNOSIS_BOT_NO,NO
CLINICAL,DIAGNOSIS_BOT,,DIAGNOSIS_BOT_UNKNOWN,UNKNOWN
CLINICAL,BOTULISM_TYPE,,BOTULISM_TYPE_FOODBORNE,FOODBORNE
CLINICAL,BOTULISM_TYPE,,BOTULISM_TYPE_WOUND,WOUND
CLINICAL,BOTULISM_TYPE,,BOTULISM_TYPE_INFANT,INFANT
CLINICAL,BOTULISM_TYPE,,BOTULISM_TYPE_ADULT_INTESTINAL,ADULT_INTESTINAL
CLINICAL,BOTULISM_TYPE,,BOTULISM_TYPE_OTHER,OTHER
CLINICAL,HANTAVIRUS_TYPE,,HANTAVIRUS_TYPE_INFECTION,INFECTION
CLINICAL,HANTAVIRUS_TYPE,,HANTAVIRUS_TYPE_PULMONARY_SYNDROME,PULMONARY_SYNDROME
CLINICAL,POLIO_TYPE,,POLIO_TYPE_NONPARALYTIC,NONPARALYTIC
CLINICAL,POLIO_TYPE,,POLIO_TYPE_PARALYTIC,PARALYTIC
CLINICAL,POLIO_TYPE,,POLIO_TYPE_UNKNOWN,UNKNOWN
CLINICAL,ZIKA_TYPE,,ZIKA_TYPE_INFECTIONNONCONGENITAL,INFECTIONNONCONGENITAL
CLINICAL,ZIKA_TYPE,,ZIKA_TYPE_DISEASENONCONGENITAL,DISEASENONCONGENITAL
CLINICAL,ZIKA_TYPE,,ZIKA_TYPE_INFECTIONCONGENITAL,INFECTIONCONGENITAL
CLINICAL,ZIKA_TYPE,,ZIKA_TYPE_DISEASECONGENITAL,DISEASECONGENITAL
CLINICAL,BRUCELLA_SPECIES,,BRUCELLA_SPECIES_ABORTUS,ABORTUS
CLINICAL,BRUCELLA_SPECIES,,BRUCELLA_SPECIES_CANIS,CANIS
CLINICAL,BRUCELLA_SPECIES,,BRUCELLA_SPECIES_MELITENSIS,MELITENSIS
CLINICAL,BRUCELLA_SPECIES,,BRUCELLA_SPECIES_SUIS,SUIS
CLINICAL,BRUCELLA_SPECIES,,BRUCELLA_SPECIES_OTHER,OTHER
CLINICAL,STOMACH_INFECTION,,STOMACH_INFECTION_YES,YES
CLINICAL,STOMACH_INFECTION,,STOMACH_INFECTION_NO,NO
CLINICAL,STOMACH_INFECTION,,STOMACH_INFECTION_UNKNOWN,UNKNOWN
CLINICAL,CLASSIFICATION_TYPE,,CLASSIFICATION_TYPE_ASEPTIC_NO_TESTING_DONE,ASEPTIC_NO_TESTING_DONE
CLINICAL,CLASSIFICATION_TYPE,,CLASSIFICATION_TYPE_ASEPTIC_TESTING_DONE,ASEPTIC_TESTING_DONE
CLINICAL,CLASSIFICATION_TYPE,,CLASSIFICATION_TYPE_VIRAL,VIRAL
CLINICAL,INFECTION_TYPE,,INFECTION_TYPE_MENINGITIS,MENINGITIS
CLINICAL,INFECTION_TYPE,,INFECTION_TYPE_ENCEPHALITIS,ENCEPHALITIS
CLINICAL,INFECTION_TYPE,,INFECTION_TYPE_MENINGOENCEPHALITIS,MENINGOENCEPHALITIS
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_ADENOVIRUS,ADENOVIRUS
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_CMV,CMV
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_CYTOMEGALOVIRUS,CYTOMEGALOVIRUS
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_EBV,EBV
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_ENTEROVIRUS,ENTEROVIRUS
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_HSV_TYPE_UNKNOWN,HSV_TYPE_UNKNOWN
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_HSV_I,HSV_I
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_HSV_II,HSV_II
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_HSV_1AND2,HSV_1AND2
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_JC_VIRUS,JC_VIRUS
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_HHV_6,HHV_6
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_HHV_7,HHV_7
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_HHV_8,HHV_8
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_INFLUENZA,INFLUENZA
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_VARICELLA_ZOSTER,VARICELLA_ZOSTER
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_CLINICAL_DIAGNOSIS,CLINICAL_DIAGNOSIS
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_NO_PATHOGEN_IDENTIFIED,NO_PATHOGEN_IDENTIFIED
CLINICAL,VIRUS_TYPE,,VIRUS_TYPE_PARECHOVIRUS,PARECHOVIRUS
CLINICAL,ADDITIONAL_INFORMATION,,ADDITIONAL_INFORMATION_NONINFECTIOUS,NONINFECTIOUS
CLINICAL,ADDITIONAL_INFORMATION,,ADDITIONAL_INFORMATION_LEUKEMIC,LEUKEMIC
CLINICAL,ADDITIONAL_INFORMATION,,ADDITIONAL_INFORMATION_LYMPHOCYTIC,LYMPHOCYTIC
CLINICAL,ADDITIONAL_INFORMATION,,ADDITIONAL_INFORMATION_LYMPHOCYTIC_CHORIOMENINGITIS,LYMPHOCYTIC_CHORIOMENINGITIS
CLINICAL,ADDITIONAL_INFORMATION,,ADDITIONAL_INFORMATION_OTHER,OTHER
CLINICAL,VISIT_ER,VISIT_ER,VISIT_ER_YES,YES
CLINICAL,VISIT_ER,VISIT_ER,VISIT_ER_NO,NO
CLINICAL,VISIT_ER,VISIT_ER,VISIT_ER_UNKNOWN,UNKNOWN
CLINICAL,VISIT_CLINIC,VISIT_CLINIC,VISIT_CLINIC_YES,YES
CLINICAL,VISIT_CLINIC,VISIT_CLINIC,VISIT_CLINIC_NO,NO
CLINICAL,VISIT_CLINIC,VISIT_CLINIC,VISIT_CLINIC_UNKNOWN,UNKNOWN
CLINICAL,NEUROMUSCULAR_PARALYSIS,,NEUROMUSCULAR_PARALYSIS_MYOBLOC,MYOBLOC
CLINICAL,NEUROMUSCULAR_PARALYSIS,,NEUROMUSCULAR_PARALYSIS_AMINOGLYCOSIDE,AMINOGLYCOSIDE
CLINICAL,NEUROMUSCULAR_PARALYSIS,,NEUROMUSCULAR_PARALYSIS_BOTOX,BOTOX
CLINICAL,NEUROMUSCULAR_PARALYSIS,,NEUROMUSCULAR_PARALYSIS_ANTICHOLINERGIC,ANTICHOLINERGIC
CLINICAL,NEUROMUSCULAR_PARALYSIS,,NEUROMUSCULAR_PARALYSIS_OTHER,OTHER
CLINICAL,PRIOR_NEUROLOGICAL_IMPAIRMENT,,PRIOR_NEUROLOGICAL_IMPAIRMENT_YES,YES
CLINICAL,PRIOR_NEUROLOGICAL_IMPAIRMENT,,PRIOR_NEUROLOGICAL_IMPAIRMENT_NO,NO
CLINICAL,PRIOR_NEUROLOGICAL_IMPAIRMENT,,PRIOR_NEUROLOGICAL_IMPAIRMENT_UNKNOWN,UNKNOWN
CLINICAL,ALLERGY_EQUINE_PRODUCTS,,ALLERGY_EQUINE_PRODUCTS_YES,YES
CLINICAL,ALLERGY_EQUINE_PRODUCTS,,ALLERGY_EQUINE_PRODUCTS_NO,NO
CLINICAL,ALLERGY_EQUINE_PRODUCTS,,ALLERGY_EQUINE_PRODUCTS_UNKNOWN,UNKNOWN
